92266;"ČSN EN 16214-1";;"Kritéria udržitelnosti pro výrobu biopaliv a biokapalin pro energetické využití - Zásady, kritéria, ukazatele a ověřovatelé - Část 1: Terminologie";838260;"II.13";""
88984;"ČSN EN 15357";;"Tuhá alternativní paliva - Terminologie, definice a popis";838300;"IX.11";""
58601;"ČSN IEC 788";"Opr.1";"Lékařská radiologie - Terminologie";840003;"IV.00";""
89224;"ČSN EN ISO 9999";;"Pomůcky pro osoby se zdravotním postižením - Klasifikace a terminologie";841001;"XII.11";""
83422;"ČSN EN ISO 9170-2";;"Terminální jednotky pro potrubní rozvody medicinálních plynů - Část 2: Terminální jednotky pro systémy odvodu anestetického plynu";852761;"V.09";""
83424;"ČSN EN ISO 9170-1";;"Terminální jednotky pro potrubní rozvody medicinálních plynů - Část 1: Terminální jednotky pro stlačené medicinální plyny a podtlak";852761;"V.09";""
83425;"ČSN EN ISO 15002";;"Přístroje k měření průtoku pro připojení k terminálním jednotkám potrubních rozvodů medicinálních plynů";852765;"V.09";""
60418;"ČSN ISO/IEC 16509";;"Informační technologie - Terminologie roku 2000";979705;"XII.00";""
85256;"ČSN P ISO/TS 19104";;"Geografická informace - Terminologie";979823;"III.10";""
80484;"ČSN EN 15521";;"Zdravotnická informatika - Struktura kategorií pro terminologii anatomie člověka";980018;"VII.08";""
58744;"ČSN ENV 12611";;"Zdravotnická informatika - Hlavní pojmové třídy společné struktury terminologických systémů - Zdravotnické prostředky";981002;"VIII.00";""
91899;"ČSN EN ISO 1828";;"Kategoriální struktura pro terminologické systémy chirurgických zákroků";981020;"II.13";""
71010;"ČSN EN ISO 18104";;"Zdravotnická informatika - Integrace modelu referenční terminologie pro ošetřování";981022;"VIII.04";""
89990;"ČSN ISO/HL7 27951";;"Zdravotnická informatika - Služby společné terminologie, 1. vydání";981028;"II.12";""
63520;"ČSN ISO 832";;"Informace a dokumentace - Bibliografický popis a citace - Pravidla zkracování bibliografických termínů";10149;"XII.01";""
85042;"ČSN ISO 3534-1";;"Statistika - Slovník a značky - Část 1: Obecné statistické termíny a termíny používané v pravděpodobnosti";10216;"IV.10";""
89899;"ČSN ISO 7626-1";;"Vibrace a rázy - Experimentální určování mechanické pohyblivosti - Část 1: Základní termíny a definice, specifikace snímačů";11416;"I.12";""
87572;"ČSN P CEN ISO/TS 27687";;"Nanotechnologie - Termíny a definice nanoobjektů - Nanočástice, nanovlákno a nanodeska";12011;"III.11";""
91892;"ČSN EN ISO 10209";;"Technické výkresy - Terminologie - Termíny vztahující se k technickým výkresům, definici produktu a související dokumentaci";13101;"II.13";""
74581;"ČSN EN 61360-4 ed. 2";;"Normalizované typy datových prvků s klasifikačním schématem pro elektrické komponenty - Část 4: Seznam odkazů IEC na normalizované typy datových prvků, třídy komponentů a termíny";13720;"XII.05";""
59783;"ČSN EN ISO 14660-1";;"Geometrické požadavky na výrobky (GPS) - Geometrické prvky - Část 1: Všeobecné termíny a definice";14121;"X.00";""
85084;"ČSN EN ISO 4287";"A1";"Geometrické požadavky na výrobky (GPS) - Struktura povrchu: Profilová metoda - Termíny, definice a parametry struktury povrchu";14450;"II.10";""
92012;"ČSN EN ISO 25178-2";;"Geometrické specifikace produktu (GPS) - Textura povrchu: Plocha - Část 2: Termíny, definice a parametry textury povrchu";14451;"XII.12";""
59525;"ČSN EN ISO 8785";;"Geometrické požadavky na výrobky (GPS) - Nedokonalosti povrchu - Termíny, definice a parametry";14456;"VIII.00";""
57960;"ČSN EN 1330-2";;"Nedestruktivní zkoušení - Terminologie - Část 2: Společné termíny pro metody nedestruktivního zkoušení";15005;"I.00";""
58388;"ČSN EN 1330-1";;"Nedestruktivní zkoušení - Terminologie - Část 1: Všeobecné termíny";15005;"III.00";""
86213;"ČSN EN 1330-4";;"Nedestruktivní zkoušení - Terminologie - Část 4: Termíny používané při zkoušení ultrazvukem";15005;"VII.10";""
90647;"ČSN EN 16018";;"Nedestruktivní zkoušení - Terminologie - Termíny používané při zkoušení ultrazvukem technikou phased array";15005;"V.12";""
80014;"ČSN EN 1330-11";;"Nedestruktivní zkoušení - Terminologie - Část 11: Termíny používané při rentgenové difrakci polykrystalických a amorfních materiálů";15005;"XII.07";""
84581;"ČSN EN 1330-9";;"Nedestruktivní zkoušení - Terminologie - Část 9: Termíny používané při zkoušení akustickou emisí";15005;"XII.09";""
73707;"ČSN EN 1330-7";;"Nedestruktivní zkoušení - Terminologie - Část 7: Termíny používané při zkoušení magnetickou metodou práškovou";15005;"VIII.05";""
68446;"ČSN EN 1330-10";;"Nedestruktivní zkoušení - Terminologie - Část 10: Termíny používané při vizuální kontrole";15005;"IX.03";""
73377;"ČSN ISO 1132-1";;"Valivá ložiska - Tolerance - Část 1: Termíny a definice";24602;"VI.05";""
57898;"ČSN EN ISO 8044";;"Koroze kovů a slitin - Základní termíny a definice";38001;"I.00";""
73221;"ČSN EN ISO 17659";;"Svařování - Vícejazyčný slovník termínů svarových spojů se zobrazením";50008;"VI.05";""
69698;"ČSN EN 1792";;"Svařování - Vícejazyčný seznam termínů ze svařování a příbuzných procesů";50009;"IV.04";""
68118;"ČSN EN 13622";;"Zařízení pro plamenové svařování - Terminologie - Termíny používané v  plamenovém svařování";50015;"IX.03";""
93655;"ČSN EN ISO 17769-2";;"Kapalinová čerpadla a čerpací zařízení - Obecné termíny, definice, veličiny, písemné značky a jednotky - Část 2: Čerpací systém";110001;"VIII.13";""
93658;"ČSN EN ISO 17769-1";;"Kapalinová čerpadla a čerpací zařízení - Obecné termíny, definice, veličiny, písemné značky a jednotky - Část 1: Kapalinová čerpadla";110001;"VIII.13";""
81893;"ČSN EN 736-3";;"Armatury - Terminologie - Část 3: Definice termínů";133001;"IX.08";""
86111;"ČSN EN 15714-1";;"Průmyslové armatury - Pohony - Část 1: Termíny a definice";133096;"VI.10";""
78583;"ČSN EN 15218";;"Klimatizátory vzduchu a jednotky pro chlazení kapalin s odpařovacími  kondenzátory a s elektricky poháněnými kompresory pro chlazení prostoru - Termíny, definice, zkušební podmínky, zkušební metody a požadavky";143000;"V.07";""
