90511;"ČSN EN 14511-1";;"Klimatizátory vzduchu, jednotky pro chlazení kapalin a tepelná čerpadla s elektricky poháněnými kompresory pro ohřívání a chlazení prostoru - Část 1: Termíny a definice";143010;"V.12";""
74721;"ČSN EN ISO 11807-2";;"Integrovaná optika - Slovník - Část 2: Termíny používané pro klasifikaci";193002;"XII.05";""
74722;"ČSN EN ISO 11807-1";;"Integrovaná optika - Slovník - Část 1: Základní termíny a symboly";193002;"XII.05";""
75770;"ČSN EN ISO 7998";;"Oční optika - Brýlové obruby - Seznam ekvivalentních termínů a slovník";195100;"V.06";""
77935;"ČSN EN ISO 21183-2";;"Lehké dopravní pásy - Část 2: Přehled ekvivalentních termínů";260392;"VI.07";""
87268;"ČSN EN 15878";;"Ocelové statické skladovací systémy - Termíny a definice";269638;"I.11";""
92345;"ČSN EN ISO 6165";;"Stroje pro zemní práce - Základní typy - Identifikace, termíny a definice";277400;"IV.13";""
80373;"ČSN EN 15144";;"Zařízení pro zimní údržbu - Terminologie - Termíny pro zimní údržbu";277402;"II.08";""
86362;"ČSN ISO 10263-1";;"Stroje pro zemní práce - Prostředí v kabině obsluhy - Část 1: Termíny a definice";277963;"VII.10";""
67689;"ČSN EN 13878";;"Obytná vozidla pro volný čas - Termíny a definice";300010;"VIII.03";""
90001;"ČSN EN 12665";;"Světlo a osvětlení - Základní termíny a kritéria pro stanovení požadavků na osvětlení";360001;"III.12";""
89794;"ČSN CLC/TS 61836";;"Solární fotovoltaické energetické systémy - Termíny, definice a značky";364600;"III.12";""
92696;"ČSN EN 13237";;"Prostředí s nebezpečím výbuchu - Termíny a definice pro zařízení a ochranné systémy určené pro použití v prostředí s nebezpečím výbuchu";389631;"IV.13";""
71126;"ČSN EN 10266";;"Ocelové trubky, tvarovky a konstrukční duté profily - Symboly a definice termínů  pro použití v normách na výrobky";420048;"IX.04";""
68320;"ČSN EN 14057";;"Olovo a slitiny olova - Odpady - Termíny a definice";421377;"IX.03";""
73314;"ČSN EN 12258-2";;"Hliník a slitiny hliníku - Termíny a definice - Část 2: Chemický rozbor";421403;"VI.05";""
69556;"ČSN EN 12258-3";;"Hliník a slitiny hliníku - Termíny a definice - Část 3: Odpad";421403;"II.04";""
73562;"ČSN EN 12258-4";;"Hliník a slitiny hliníku - Termíny a definice - Část 4: Odpad hliníkárenského průmyslu";421403;"VII.05";""
92230;"ČSN EN 12258-1";;"Hliník a slitiny hliníku - Termíny a definice - Část 1: Obecné termíny";421403;"III.13";""
63983;"ČSN ISO 1213-1";;"Tuhá paliva - Terminologie - Část 1: Termíny vztahující se k úpravě uhlí";441319;"VI.02";""
72969;"ČSN 46 3090";;"Doporučené termíny a definice vad pro normy na suché ovoce (ořechy ve skořápce a jádra ořechů) a na sušené ovoce";463090;"V.05";""
29029;"ČSN 46 5330";;"Ochrana prírody. Pozemky. Termíny a definície v oblasti rekultivácie pozemkov";465330;;""
73517;"ČSN ISO 6814";;"Lesnické stroje - Mobilní a samojízdné stroje - Termíny, definice a třídění";476000;"VII.05";""
75354;"ČSN EN 1001-1";;"Trvanlivost dřeva a materiálů na bázi dřeva - Terminologie - Část 1: Seznam ekvivalentních termínů";490001;"III.06";""
89533;"ČSN EN 131-1+A1";;"Žebříky - Část 1: Termíny, typy, funkční rozměry";493830;"XII.11";""
29562;"ČSN 57 6010";;"Maso a masné výrobky. Termíny a definice";576010;;""
73181;"ČSN 63 1001";;"Pneumatiky - Termíny a definice";631001;"VI.05";""
69699;"ČSN EN 12944-3";;"Hnojiva a materiály k vápnění půd - Slovník - Část 3: Termíny vztahující se k materiálům pro vápnění půd";654800;"III.04";""
64244;"ČSN EN 12944-1";;"Hnojiva a materiály k vápnění půd - Slovník - Část 1: Všeobecné termíny";654800;"V.02";""
64245;"ČSN EN 12944-2";;"Hnojiva a materiály k vápnění půd - Slovník - Část 2: Termíny vztahující se ke hnojivům";654800;"V.02";""
66643;"ČSN ISO 1998-7";;"Ropný průmysl - Terminologie - Část 7: Různé termíny";656000;"V.03";""
82159;"ČSN EN 923+A1";;"Lepidla - Termíny a definice";668501;"XI.08";""
62968;"ČSN EN 12701";;"Strukturní lepidla - Skladování - Definice termínů vztahujících se k době zpracovatelnosti strukturních lepidel a příbuzných materiálů";668580;"I.02";""
80231;"ČSN EN ISO 4618";;"Nátěrové hmoty - Termíny a definice";670010;"II.08";""
78877;"ČSN EN ISO 16773-1";;"Nátěrové hmoty - Elektrochemická impedanční spektroskopie pro vzorky s povlaky s vysokou impedancí - Část 1: Termíny a definice";673006;"X.07";""
73453;"ČSN EN ISO 8655-1";;"Pístové objemové odměrné přístroje - Část 1: Termíny, všeobecné požadavky a doporučení pro uživatele";704255;"VII.05";""
83689;"ČSN EN ISO 8655-1";"Opr.1";"Pístové objemové odměrné přístroje - Část 1: Termíny, všeobecné požadavky a doporučení pro uživatele";704255;"VIII.09";""
86043;"ČSN EN 14232";;"Speciální technická keramika - Termíny, definice a zkratky";727500;"V.10";""
82337;"ČSN P ISO 6707-1";;"Pozemní a inženýrské stavby - Terminologie - Část 1: Obecné termíny";730000;"I.09";""
77506;"ČSN EN 14383-1";;"Prevence kriminality - Plánování městské výstavby a navrhování budov - Část 1: Definice specifických termínů";734400;"I.07";""
77518;"ČSN ISO 20252";;"Studie trhu, veřejného mínění a sociální studie - Požadavky na služby, termíny a definice";761601;"XI.07";""
78741;"ČSN EN 15221-1";;"Facility management - Část 1: Termíny a definice";762001;"VI.07";""
73938;"ČSN 77 0000";;"Obaly - Základní termíny";770000;"IX.05";""
68630;"ČSN EN 14182";;"Obaly - Terminologie - Základní termíny a definice";770004;"XI.03";""
67351;"ČSN EN ISO 105-A08";;"Textilie - Zkoušky stálobarevnosti - Část A08: Slovník termínů používaných při měření barevnosti";800195;"VI.03";""
75367;"ČSN EN ISO 10318";;"Geosyntetika - Termíny a definice";806172;"III.06";""
68787;"ČSN EN ISO 1107";;"Rybářské sítě - Síťovina - Základní termíny a definice";806417;"X.03";""
74312;"ČSN EN 1885 + A1";;"Peří a prachové peří - Termíny a definice";808806;"X.05";""
83059;"ČSN EN 1005-1+A1";;"Bezpečnost strojních zařízení - Fyzická výkonnost člověka - Část 1: Termíny a definice";833503;"IV.09";""
60646;"ČSN ISO 10075";"Z1";"Ergonomické zásady ve vztahu k mentální pracovní zátěži. Všeobecné termíny a definice";833572;"XI.00";""
85046;"ČSN EN ISO 15883-1";;"Mycí a dezinfekční zařízení - Část 1: Všeobecné požadavky, termíny, definice a zkoušky";847150;"I.10";""
90436;"ČSN EN ISO 18113-1";;"Diagnostické zdravotnické prostředky in vitro - Informace poskytované výrobcem (označování štítky) - Část 1: Termíny, definice a obecné požadavky";857027;"IV.12";""
77600;"ČSN ISO 12637-1";;"Technologie grafické výroby - Slovník - Část 1: Základní termíny";883001;"I.07";""
91163;"ČSN EN 15898";;"Ochrana kulturního dědictví - Základní obecné termíny a definice";961509;"VIII.12";""
92783;"ČSN EN ISO/IEC 19762-1";;"Informační technologie - Automatická identifikace a techniky sběru dat (AIDC) - Harmonizovaný slovník - Část 1: Obecné termíny vztahující se k AIDC";977126;"VI.13";""
85856;"ČSN EN 13606-3";;"Zdravotnická informatika - Přenos elektronických zdravotních záznamů - Část 3: Referenční archetypy a seznamy termínů";981015;"VIII.10";""
